pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_mass,st_rad,st_met,pl_eqt_normalized,st_met_normalized,surface_gravity,surface_gravity_normalized,Habitability Score,Terraformability Score,st_activity,pl_atmos,pl_surf_temp,pl_escape_vel,pl_radiation_flux,ESI,pl_water_probability
HD 102272 b,12.9,1570.0802,127.58,912.5307146386988,4790.0,1.45,10.3,-0.41,0.0,-2.35550600369146,9.435011117120366,0.3159918123917517,42.735751280266136,92.53646944606912,0.8025,1.0,1003.7837861025688,123.56176006134487,1.977203123305749,0.0010405520587773841,0.0
HD 42618 b,3.89,14.4,149.61,337.0,5727.0,1.01,1.0,-0.09,-1.442346040612267,-0.5788675217933658,0.9516194051057024,-0.173214107693026,53.32745309932941,58.57130942492246,0.5682499999999999,0.6373396099822775,358.4783448564027,21.54886835790749,0.0342471813727428,0.24181514149719388,0.7552835248041573
OGLE-2018-BLG-0962L b,13.6,425.89007,,912.5307146386988,5412.3924897449615,0.54,,0.014262971257932,0.0,-3.3709117781417086e-16,2.30260634731834,-0.0953076720923176,42.574586869229215,78.98677168093525,0.6469018775637596,0.9999999955295742,1003.7837856946286,62.67543048774,0.0,0.0015411601711473816,0.0
HD 110014 b,12.4,3524.59,835.477,912.5307146386988,4445.0,2.17,20.9,0.19,0.0,0.9756911498674666,22.92267169614984,1.0937754663058452,44.59602604957421,97.97939016495384,0.88875,1.0,1003.7837861025688,188.82586482208006,1.7246983623865995,0.0008058772138489844,0.0
HD 131496 b,13.4,572.094,896.0,912.5307146386988,4846.0,1.34,4.44,0.25,0.0,1.3088108652233592,3.186088215638227,-0.0443605303191119,43.344549248569265,82.30876703245895,0.7885,0.9999999999976408,1003.7837861023534,73.18116518144156,0.10495039793844194,0.0014152737055388104,0.0
GJ 3929 b,1.09,1.75,2.616235,568.0,3384.0,0.31,0.32,-0.02,-0.8634335222932482,-0.1902278538781576,1.47293998821648,-0.1431514718773713,43.68444106253743,48.19935555785877,1.0,0.2844247584832692,584.1553262818496,14.19135283941753,0.0063454153741884685,0.0882350393718515,0.0
HAT-P-46 b,14.392,156.684,4.463129,1458.0,6120.0,1.28,1.4,0.3,1.3670086478536208,1.5864106280199364,0.7564536965598515,-0.1844685944902054,49.32836588874876,74.98214625842348,0.47,0.9591106224724507,1597.8383287564832,36.9547077923174,0.9100361619331492,0.0002443419204523127,0.0
TOI-1855 b,18.495,360.09959,1.36414864,1701.0,5359.0,0.99,1.04,0.399,1.9759945437476532,2.136058158357159,1.05272262196347,-0.1673838579644432,47.38374264864398,77.75694375146077,0.66025,0.9999959009297804,1871.0993027481557,49.41993482194014,0.6507044256003732,8.542596472564882e-05,0.0
K2-215 b,2.124,5.16,8.269648,912.5307146386988,5704.0,1.0,0.97,0.11,0.0,0.531531529392943,1.1437752029536,-0.1621331913476601,44.29348878580054,51.30844068175172,0.5740000000000001,0.10491292368351973,922.1043411610746,17.45683943151947,0.2185210958788333,0.010368638916227382,0.0
K2-179 b,2.513,6.86,5.172191,912.5307146386988,5015.0,0.82,0.77,0.03,0.0,0.0873719089184195,1.086273383974364,-0.165449109227586,43.49885467635621,50.215941364559555,0.7462500000000001,0.10808134047430443,922.3934689249113,18.504776165819333,0.11250504911132395,0.009444369147160845,0.0
HD 37605 b,13.2,854.9627,55.01292,912.5307146386988,5329.0,0.94,0.91,0.27,0.0,1.41985077034199,4.906810720844812,0.0548671919111351,42.875182512372696,86.77974843467918,0.6677500000000001,1.0,1003.7837861025688,90.13731994052523,0.04142339760090727,0.0012549776015965538,0.0
HD 40307 d,3.04,9.5,20.432,541.0,4956.0,0.77,0.72,-0.31,-0.9310986218370296,-1.8003064780983056,1.0279605263157894,-0.1688117967176891,44.08530421666054,53.55176443951311,0.761,0.37453459577903697,561.2623216316459,19.79898987322333,0.037543905410910905,0.06113416015089298,0.051172494334562724
HD 75289 b,14.2,155.7367,3.50927,1260.0,6117.0,1.29,1.23,0.26,0.8707979178658903,1.3643308177826747,0.7723502281293395,-0.1835519001282565,48.67849002407404,74.73786691772814,0.47075,0.980244886752404,1383.5108557308029,37.09106764646887,0.8229550962981544,0.00048151654418705016,0.0
K2-346 b,2.26,5.73,26.201446,450.0,4801.0,0.71,0.7,-0.18,-1.1591550684475522,-1.078547094827205,1.121857623932963,-0.1633970973153211,48.133944985725265,52.88138665673867,0.79975,0.42143320363889597,468.9644941637504,17.833685933712662,0.026476622338345537,0.13743940694546133,0.3716510619314223
K2-335 b,2.21,5.52,12.283211,949.0,6222.0,1.23,1.33,0.1,0.091396215713445,0.4760115768336276,1.1301979893941565,-0.162916139191755,45.967461010889245,53.664267738777774,0.4445,0.09536321502785641,958.0499691061436,17.70074007195808,0.44679182433384357,0.008619581189522569,0.0
K2-344 b,1.59,3.15,3.35585,722.0,4374.0,0.51,0.49,-0.95,-0.4774918434139024,-5.353583441894494,1.2459950160199358,-0.1562385516328407,43.19067441851623,48.361017730220276,0.9065,0.17975599794158406,734.9783830513824,15.764301682826606,0.03517726722056532,0.030741853631361386,0.0
HD 46375 b,10.0,71.8,3.023573,912.5307146386988,5285.0,0.92,0.91,0.24,0.0,1.253290912664044,0.718,-0.1866860773844093,44.63755684866952,64.95385440326481,0.67875,0.738758757402981,979.9447203225528,30.010984655622345,0.2772079165960308,0.003023538199034855,0.0
HD 7924 c,2.72,7.86,15.299,583.6,5075.0,0.83,0.78,-0.15,-0.82433813144573,-0.9119872371492584,1.0623918685121103,-0.1668262681684121,43.60212358581969,52.81412854402042,0.73125,0.3210539614069573,602.33670918771,19.039031117216886,0.05875541236034951,0.05009545198651491,0.0
G 264-012 c,1.76,3.75,8.0518,387.0,3326.0,0.3,0.3,0.1,-1.3170403007163756,0.4760115768336276,1.2106146694214877,-0.158278805766821,51.684565669905055,51.389665133766115,1.0,0.45578688094898234,404.63895229272566,16.34847782739198,0.0024597597255268727,0.25733751310163633,0.5950036378724803
HD 23127 b,13.5,485.32641,1211.17,912.5307146386988,5843.0,1.21,1.49,0.29,0.0,1.5308906754606209,2.662970699588477,-0.0745267886317092,42.723833629598566,80.86633482091298,0.53925,0.999999999798904,1003.783786084218,67.15341466754397,0.020433175350925262,0.0014847680387697372,0.0
HD 233832 b,13.5,565.7374,2058.0,912.5307146386988,4981.0,0.71,0.68,-0.66,0.0,-3.743504817674346,3.1041832647462275,-0.0490836868372616,42.58465447707615,81.75136487023573,0.75475,0.9999999999966998,1003.7837861022674,72.50343514518364,0.001578375249131586,0.0014176821223084771,0.0
HD 238090 b,2.52,6.89,13.671,469.6,3933.0,0.58,0.57,-0.03,-1.1100352184083626,-0.2457478064374731,1.0849710254472158,-0.1655242114417926,47.03314799590703,51.901542290051786,1.0,0.4041004342411105,488.5765563919626,18.51941923735431,0.012199306928640304,0.11221020818439112,0.30355362363901883
HD 30856 b,13.5,491.68301,847.0,912.5307146386988,4895.0,1.17,4.4,-0.06,0.0,-0.4123076641154194,2.6978491632373114,-0.0725154762368912,43.39284995581622,80.69021005918354,0.77625,0.9999999998481506,1003.783786088712,67.59175753738462,0.11139962116523404,0.001478981045824802,0.0
HD 212301 b,14.2,162.0933,2.24571,912.5307146386988,6239.0,1.55,1.16,0.18,0.0,0.9201711973081512,0.8038747272366594,-0.1817339985018154,49.52510772780873,75.89563392339251,0.44025000000000003,0.9964158900555353,1003.456725061672,37.840457847928384,1.0666697746599005,0.002009340569754654,0.0
HD 196050 b,12.9,1493.79351,1392.0,912.5307146386988,5879.0,1.27,1.42,0.229,0.0,1.1922189648487969,8.976585000901387,0.2895560685773785,42.6958606623639,92.48122371607776,0.53025,1.0,1003.7837861025688,120.52258879736445,0.01733488198336711,0.001057300176512507,0.0
HD 215497 c,13.0,111.23994,566.0,912.5307146386988,5113.0,0.92,0.9,0.23,0.0,1.1977709601047284,0.6582244970414202,-0.1901331102359004,42.63728125415122,66.57495332117567,0.72175,0.951891468380364,999.3937348286602,32.76247627721971,0.0072588376913750394,0.0023135459059545555,0.0
HD 28254 b,13.0,1207.74795,1333.0,912.5307146386988,5664.0,1.1,1.48,0.06,0.0,0.2539317665963658,7.146437573964497,0.184018214582325,42.69207622594214,90.44146680863105,0.5840000000000001,1.0,1003.7837861025688,107.9529466045989,0.01669883447611727,0.0011295685448087164,0.0
TOI-1227 b,9.572,66.5,27.36397,243.771854739,3072.0,0.17,0.56,0.014262971257932,-1.6759864750332922,-3.3709117781417086e-16,0.7257988327495802,-0.1862363474555835,54.37016842968547,63.9893332022332,1.0,0.9673164004571071,267.3523060448882,29.520757710681938,0.002759506018934766,0.20620685235521374,0.9283066182114175
TOI-500 d,6.35,33.12,26.233,912.5307146386988,4440.0,0.74,0.68,0.12,0.0,0.5870514819522584,0.8213776427552855,-0.1807246699005758,42.750328006788344,54.56200910977553,0.89,0.28787859452165476,938.8005205975019,25.578573710644346,0.018261687904506795,0.004952897227347345,0.0
K2-400 b,1.163,1.67,3.865053,912.5307146386988,3578.0,0.37,0.38,-0.051,0.0,-0.3623397068120355,1.2346874725060235,-0.1568906159741334,42.794408663732014,45.35120467027325,1.0,0.0850043704333328,920.2876245285929,13.421047112241055,0.00862147193995601,0.014338739062820523,0.0
DMPP-3 A b,1.41,2.58,6.6732,854.0,5138.0,0.87,0.91,0.18,-0.1466846900887488,0.9201711973081512,1.2977214425833712,-0.1532556793385171,43.83682520307697,49.05629167703794,0.7155,0.11703799265814704,863.9950445730058,15.150198369602222,0.1460807332895502,0.016777425627216784,0.0
HD 13808 b,3.35,11.2,14.1815,912.5307146386988,5035.0,0.77,0.78,-0.21,0.0,-1.245106952505151,0.9979950991312097,-0.170539792414953,43.092612538209366,51.08176367035186,0.74125,0.12797598563857882,924.2089164018353,20.478805935339917,0.059877295389561706,0.007926451804450613,0.0
HD 4208 b,13.9,257.4423,832.97,912.5307146386988,5717.0,0.88,0.85,-0.28,0.0,-1.6337466204203592,1.3324481134516846,-0.1512531202736617,42.6348229027117,74.11954169703243,0.57075,0.9999732132544705,1003.7813417297646,48.20039263101673,0.007821935493765596,0.001774658578541436,0.0
GJ 876 d,2.51,6.83,1.93778,912.5307146386988,3293.74,0.32,0.3,0.213,0.0,1.1033870407538922,1.0841097760353011,-0.1655738765197804,42.71648519108114,48.07304558705266,1.0,0.1030865977758172,921.9376833125026,18.47530062184995,0.006114392342237122,0.009475430834808346,0.0
nu Oct A b,13.3,762.78818,417.0,912.5307146386988,4860.0,1.61,5.81,0.18,0.0,0.9201711973081512,4.312217649386624,0.0205792018626762,44.80537801641457,86.1785273046155,0.785,0.9999999999999998,1003.7837861025688,84.81920148049893,0.30271212851065826,0.0012980359382352572,0.0
HD 69830 b,3.17,10.2,8.667,912.5307146386988,5385.0,0.86,0.89,-0.05,0.0,-0.356787711556104,1.0150364716536138,-0.169557079296505,43.69844598535576,51.89966845901151,0.65375,0.12495059624510699,923.9328403273067,20.090395087290016,0.1416337745936158,0.008200541918114587,0.0
HD 180053 b,13.3,697.31902,213.72,912.5307146386988,5131.0,1.75,4.06,0.25,0.0,1.3088108652233592,3.942105376222511,-0.0007638082533707,44.68751449365084,85.377611480675,0.7172499999999999,0.9999999999999964,1003.7837861025683,81.09759175605389,0.28676085421003866,0.0013344555771983846,0.0
WTS-2 b,15.278,355.9696,1.0187068,2000.0,5000.0,0.82,0.75,0.2,2.7253228683250845,1.0312111024267825,1.525035309724536,-0.1401473267717801,44.855397515654055,77.28887471725572,0.75,0.9999852756109127,2199.9970551221827,54.06189007156242,0.31154892519735017,4.075694184522475e-05,0.0
HAT-P-18 b,11.153,62.61,5.508023,852.0,4803.0,0.77,0.75,0.1,-0.1516969196845844,0.4760115768336276,0.5033386725070781,-0.1990648046420541,43.239724786227455,60.695182102652744,0.79925,0.6756060793914281,909.5616379641497,26.536523335646244,0.08611237352773723,0.004178429778001448,0.0
TOI-4145 A b,13.305,136.66622,4.0664428,1074.0,5281.0,0.91,0.86,0.168,0.4046605654531738,0.8535472542369728,0.772025108033263,-0.183570648605415,44.060715264069444,69.63777268712933,0.6797500000000001,0.974740489493259,1178.687128571576,35.89559648738643,0.2025854780520657,0.0010520605429548114,0.0
CoRoT-1 b,16.7,327.35,1.5089557,1898.0,5950.0,0.95,1.11,-0.3,2.469699158937466,-1.74478652553899,1.173760263903331,-0.1604040634435534,49.60212057610942,79.7908295013186,0.5125,0.9999566052232242,2087.791763671368,49.58678595470133,1.0531397628456869,5.283190386257704e-05,0.0
K2-331 c,2.72,7.85,22.996591,673.0,5994.0,1.1,1.06,0.08,-0.6002914685118761,0.3649716717149967,1.0610402249134945,-0.1669042124709664,44.10466797553207,53.917579208471466,0.5015000000000001,0.25702521155312713,690.2977967375255,19.02691591960622,0.16091365298687432,0.029621319779151625,0.0
GJ 667 C g,1.99,4.6,256.2,912.5307146386988,3350.0,0.33,,-0.55,0.0,-3.1327853395218765,1.161586828615439,-0.1611060605707369,42.6876583320762,47.20713642567927,1.0,0.0952075090851527,921.2186922691433,17.02826500396403,0.0,0.01078771803610307,0.0
HATS-68 b,13.809,410.0007,3.5862202,1741.0,6147.0,1.35,1.75,0.21,2.0762391356643666,1.0867310549860976,2.1501073260948576,-0.104101728352151,44.96011399416988,80.62129735398635,0.46325000000000005,0.9999997255282437,1915.0999522144673,61.028009752609044,1.674406231127504,7.897574009871449e-05,0.0
HD 134606 f,2.24,5.63,26.915,912.5307146386988,5576.0,1.05,1.16,0.343,0.0,1.8251464240249928,1.122050382653061,-0.1633859816306727,43.63529004017094,50.646517331944864,0.606,0.1059108541944858,922.1954053853077,17.756125703542423,0.12994731168015924,0.010077562634044829,0.0
HATS-17 b,8.709,425.25654,16.254611,814.0,5846.0,1.13,1.09,0.3,-0.246929282005462,1.5864106280199364,5.606791680179124,0.0952325128673738,44.0186430586341,84.75842503021083,0.5385,0.9999999988701314,895.3999999080287,78.26352020118809,0.19402619617877234,0.0027733353165704682,0.0
K2-358 b,2.68,7.65,11.2510285,888.0,5650.0,0.93,0.91,-0.07,-0.0614767869595425,-0.4678276166747349,1.0651035865448877,-0.1666698933881039,43.79005169059907,51.714431952720474,0.5875,0.12482960862161177,899.0848692455992,18.92262327590419,0.15078967645374922,0.010152001762021523,0.0
HD 181342 b,13.2,807.2882,564.1,912.5307146386988,4945.0,1.69,4.71,0.26,0.0,1.3643308177826747,4.633196740128558,0.0390888825122206,43.85463424040484,86.4280896878734,0.76375,1.0,1003.7837861025688,87.58815118427142,0.17432490939000664,0.0012775595842949082,0.0
HD 181433 b,2.4,6.3566,9.3743,912.5307146386988,4918.0,0.63,0.79,0.38,0.0,2.03057024849446,1.103576388888889,-0.1644513087337749,43.215872294957144,49.63518294782606,0.7705,0.10571100866769825,922.1771688671702,18.227405008210393,0.07367818150607736,0.00969508537987508,0.0
HD 187123 c,13.4,632.46,3810.0,912.5307146386988,5790.0,1.04,1.15,0.09,0.0,0.4204916242743121,3.522276676319893,-0.0249737813851055,42.61262702979295,83.61759652501546,0.5525,0.9999999999999005,1003.7837861025596,76.94531029321672,0.0054665895707375406,0.0013726912108147778,0.0
K2-407 c,1.36,2.42,9.22453,912.5307146386988,5563.0,0.88,0.93,0.014,0.0,-0.0014600151764851,1.308391003460207,-0.1526404051035362,43.95964674693077,49.39548558355818,0.6092500000000001,0.09634992729103731,921.3229414393264,14.940194502238109,0.1689646378317491,0.013021354665213184,0.0
HD 73526 b,13.1,978.9164,188.3,912.5307146386988,5601.0,1.14,1.53,0.22,0.0,1.142251007545413,5.70430860672455,0.1008559544570072,43.03257053217823,88.44518714758932,0.59975,1.0,1003.7837861025688,96.81779267428384,0.06291701677512947,0.0012049730065262928,0.0
TOI-406 c,1.32,2.08,3.307441,584.0,3392.0,0.41,0.41,-0.02,-0.823335685526563,-0.1902278538781576,1.1937557392102849,-0.159250998109883,43.552261451278596,47.82947944313386,1.0,0.25848201900122264,599.0953499096714,14.05926848392299,0.008993999669088556,0.0758964021875472,0.0
K2-354 b,1.56,3.05,3.793306,543.0,3669.0,0.43,0.41,-0.04,-0.926086392241194,-0.3012677589967885,1.2532873109796183,-0.1558180318706531,44.28809983134592,49.227315243487574,1.0,0.3050182857482879,559.5624929161321,15.660500696059561,0.011236640637703556,0.08864275865080683,0.057074677374541305
WASP-183 b,16.477,159.55066,4.1117771,1111.0,5440.0,0.78,0.89,-0.31,0.4973868129761336,-1.8003064780983056,0.5876819088524857,-0.1942010411922483,44.353115537141406,69.77959214628679,0.64,0.9900662870077921,1220.9963644865657,34.85204405537288,0.2425003779117664,0.0008135002395639618,0.0
bet Pic b,18.495,3727.80939,8617.50952,1612.0,8038.68,1.8,1.54,-0.21,1.7529503267329665,-1.245106952505151,10.89795541067082,0.4003544156351616,42.711505728900946,96.72797108619761,0.0,1.0,1773.2,159.00753455916976,0.021138901105806487,5.3726237560437346e-05,0.0
PDS 70 c,22.866,635.66,,995.0,3972.0,0.76,1.06,-0.11,0.2066774964176652,-0.6899074269119966,1.2157505794983408,-0.1579826367698076,42.56584547156169,76.51351153767916,1.0,0.9999999999997424,1094.4999999999745,59.052102494843375,0.0,0.0008260584264695727,0.0
2MASS J12073346-3932539 b,12.9,1589.15,,1250.0,2825.0,0.02,0.22,0.014262971257932,0.845736769886712,-3.3709117781417086e-16,9.549606393846524,0.322600099465045,42.55884303080425,92.3168524495728,1.0,1.0,1375.0,124.30987038835248,0.0,0.0002531869576043467,0.0
HD 202772 A b,17.318,323.23311,3.308958,2132.0,6272.0,1.72,2.59,0.3,3.056130021650238,1.5864106280199364,1.0777558037106771,-0.1659402866753858,27.722757949003928,60.42002100889976,0.43200000000000005,0.9998623394810366,2345.170650777357,48.38681937352877,4.194234809722426,2.959372823332447e-05,0.0
K2-148 d,1.64,3.33,9.7579,912.5307146386988,4079.0,0.65,0.63,-0.11,0.0,-0.6899074269119966,1.238102320047591,-0.156693694307631,42.859969172919165,46.895657343787754,0.98025,0.09210143276195894,920.9352532644507,15.95946083813305,0.021588121885583414,0.011913795851046995,0.0
GJ 876 e,3.92,14.6,124.26,912.5307146386988,3271.0,0.32,0.3,0.213,0.0,1.1033870407538922,0.9501249479383592,-0.1733002875275068,42.646168307309,50.06049693825487,1.0,0.14002463474712556,925.3083926399804,21.61480973777007,0.000371221940310103,0.0071728183155671185,0.0
CoRoT-20 b,9.416,1366.669,9.24285,1024.0,4947.5,1.14,1.37,0.14,0.2793548255572823,0.6980913870708896,15.41453555437012,0.6608089389958808,44.252417727860866,94.34677543349692,0.763125,1.0,1126.4,134.93246972051168,0.2290886602664985,0.0006987354304056874,0.0
HD 63433 c,2.582,17.2,20.543847,622.305801154,5688.0,1.0,0.92,0.079,-0.7273369504084255,0.3594196764590652,2.5799778121908155,-0.0793126824367029,43.71111605367934,61.07527533170961,0.5780000000000001,0.5122900587178659,654.1859086953651,28.907073530149315,0.10596993652875068,0.03062877661885467,0.0
