pl_name,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,disc_year,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,ra,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,Habitability Score,Terraformability Score
Kepler-272 b,0,1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,2.971,0.0,1.31,0.117,78.0,0.245,0.0,0.0,0.0,0.0,78.0,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.1275257,47.5938319,9.70399,81.87731,65.75289,323.06133,2.2946868,-1.85509,-1.35064,889.608,1.09547,15.646,14.811,13.159,12.833,12.708,0.0,0.0,0.0,0.0,0.0,12.684,12.765,13.055,9.347,14.6591,0.0,14.0701,14.678,1,0,0,0,0,0,0,0.0,38.5
Kepler-272 d,0,1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,10.93730071,0.0887,1.76,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.7,723.0,89.38,2454969.983,0,0.2106,0.04413,2.898,28.75,0.01896,0.0,0.0,0.0,0.0,0.0,0.0,5300.0,0.85,0.78,-0.16,0.0,4.47,0.0,3.7584,0.0,0.0,0.0,299.1275257,47.5938319,9.70399,81.87731,65.75289,323.06133,2.2946868,-1.85509,-1.35064,889.608,1.09547,15.646,14.811,13.159,12.833,12.708,0.0,0.0,0.0,0.0,0.0,12.684,12.765,13.055,9.347,14.6591,0.0,14.0701,14.678,1,0,0,0,0,0,0,0.0,24.48
Kepler-274 b,0,1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,11.634864,0.1002,1.8,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.95,842.0,88.81,2454973.501,0,0.3513,0.03125,5.382,15.76,0.01636,0.0,0.0,0.0,0.0,0.0,0.0,6020.0,1.01,0.99,-0.18,0.0,4.43,0.0,0.5475,0.0,0.0,0.0,292.9227926,38.4772173,9.32128,71.56815,59.0561,306.36564,10.0778577,3.78274,-9.34099,1333.62,0.721758,15.558,15.238,13.773,13.458,13.456,0.0,0.0,0.0,0.0,0.0,13.373,13.445,13.028,9.236,15.0319,0.0,14.5312,15.035,1,0,0,0,0,0,0,0.0,6.27
Kepler-273 c,0,1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,8.014957,0.076,1.63,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0,88.81,2454967.834,0,0.31,0.0332,3.2333,18.3,0.0167,0.0,0.0,0.0,0.0,0.0,0.0,5682.0,0.9,0.92,0.0,0.0,4.5,5.1,0.0,0.0,0.0,0.0,291.3021458,47.6976573,14.43623,79.50293,68.12557,311.0118,25.2162087,-7.72743,-24.003,713.964,1.37203,15.897,15.1,13.682,13.35,13.217,0.0,0.0,0.0,0.0,0.0,13.232,13.289,13.055,9.197,14.9683,0.0,14.4498,14.968,1,0,0,0,0,0,0,0.0,12.2
Kepler-273 b,0,1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,2.93652697,0.0369,1.55,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.7,1167.0,89.38,2454968.718,0,0.1136,0.0362,1.771,12.82,0.01738,0.0,0.0,0.0,0.0,0.0,0.0,5627.0,0.81,0.78,-0.48,0.0,4.51,0.0,4.6232,0.0,0.0,0.0,291.3021458,47.6976573,14.43623,79.50293,68.12557,311.0118,25.2162087,-7.72743,-24.003,713.964,1.37203,15.897,15.1,13.682,13.35,13.217,0.0,0.0,0.0,0.0,0.0,13.232,13.289,13.055,9.197,14.9683,0.0,14.4498,14.968,1,0,0,0,0,0,0,0.0,0.0
Kepler-284 c,1,1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,37.514456,0.213,2.61,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2455022.301,0,0.62,0.0,5.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5615.0,0.81,0.0,0.0,0.0,4.58,0.0,0.0,0.0,0.0,0.0,293.1465698,47.7297053,13.32739,80.07785,67.65886,314.06875,17.4299408,12.5111,12.1357,1031.95,0.940924,16.602,15.944,14.559,14.155,14.079,0.0,0.0,0.0,0.0,0.0,13.989,13.989,12.583,9.349,15.8126,0.0,15.2726,15.824,1,0,0,0,0,0,0,0.0,47.7
Kepler-285 b,0,1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,2.63385723,0.0,1.41,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2454967.563,0,0.0,0.0,2.0872,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,5300.0,0.81,0.85,-0.1,0.0,4.56,4.17,0.0,0.0,0.0,0.0,291.3908469,48.0655392,14.53536,79.87396,68.44084,311.54884,13.9511583,-7.69256,-11.6387,824.31,1.1846,16.36,15.198,13.887,13.435,13.319,0.0,0.0,0.0,0.0,0.0,13.34,13.435,12.563,9.593,15.1521,0.0,14.6046,15.173,1,0,0,0,0,0,0,0.0,47.7
Kepler-284 b,0,1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,12.69902995,0.0975,2.228,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.02702,0.0,0.0,0.0,0.0,0.0,0.0,5219.0,0.76,0.77,-0.26,0.0,0.0,7.08,1.84,0.0,0.0,0.0,293.1465698,47.7297053,13.32739,80.07785,67.65886,314.06875,17.4299408,12.5111,12.1357,1031.95,0.940924,16.602,15.944,14.559,14.155,14.079,0.0,0.0,0.0,0.0,0.0,13.989,13.989,12.583,9.349,15.8126,0.0,15.2726,15.824,1,0,0,0,0,0,0,0.0,44.59
Kepler-283 c,0,1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,92.74935577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2455006.282,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4250.0,0.63,0.66,0.0,-0.931,4.66,0.0,3.719,0.0,0.0,0.0,293.6137413,47.838938,13.09313,80.32004,67.62797,314.93877,16.7364842,3.18826,-16.43,468.094,2.10822,17.214,16.216,13.927,13.263,13.139,0.0,0.0,0.0,0.0,0.0,13.094,13.14,12.822,9.266,15.8753,0.0,15.0899,15.847,1,0,0,0,0,0,0,0.0,0.0
Kepler-285 c,0,1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,6.18677,0.063,1.13,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,88.24,2454969.632,0,0.5,0.0214,2.8247,14.8,0.01362,0.0,0.0,0.0,0.0,0.0,0.0,5381.0,0.76,0.86,0.0,0.0,4.61,0.6,0.0,0.0,0.0,0.0,291.3908469,48.0655392,14.53536,79.87396,68.44084,311.54884,13.9511583,-7.69256,-11.6387,824.31,1.1846,16.36,15.198,13.887,13.435,13.319,0.0,0.0,0.0,0.0,0.0,13.34,13.435,12.563,9.593,15.1521,0.0,14.6046,15.173,1,0,0,0,0,0,0,0.0,16.58
Kepler-286 c,0,1,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,3.46808239,0.0,1.49,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2454969.007,0,0.0,0.0,2.366,0.0,0.01486,0.0,0.0,0.0,0.0,0.0,0.0,5742.0,0.91,0.96,-0.12,0.0,4.5,2.75,0.0,0.0,0.0,0.0,290.6761874,48.2942362,15.06379,79.88642,68.83802,310.59129,2.2682913,0.998702,2.0366,1226.85,0.789465,16.637,15.863,14.388,14.058,14.121,0.0,0.0,0.0,0.0,0.0,13.933,13.948,12.637,9.47,15.5447,0.0,15.0579,15.587,1,0,0,0,0,0,0,0.0,47.7
Kepler-286 b,0,1,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,1.79632095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2454966.337,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600.0,0.93,0.99,0.0,-0.116,4.5,0.0,1.7391,0.0,0.0,0.0,290.6761874,48.2942362,15.06379,79.88642,68.83802,310.59129,2.2682913,0.998702,2.0366,1226.85,0.789465,16.637,15.863,14.388,14.058,14.121,0.0,0.0,0.0,0.0,0.0,13.933,13.948,12.637,9.47,15.5447,0.0,15.0579,15.587,1,0,0,0,0,0,0,0.0,0.0
Kepler-281 b,0,1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,14.64627064,0.1166,2.33,0.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.95,694.0,88.81,2454969.515,0,0.4244,0.06808,5.632,18.53,0.02413,0.0,0.0,0.0,0.0,0.0,0.0,5717.0,0.88,0.98,0.0,0.0,4.54,0.0,0.5611,0.0,0.0,0.0,294.1081465,44.7706524,11.41339,77.66929,64.67803,312.68283,11.2981016,-6.43645,-9.28543,1745.45,0.54496,16.855,15.931,14.5,14.16,13.994,0.0,0.0,0.0,0.0,0.0,13.998,14.175,12.596,9.549,15.7537,0.0,15.2229,15.773,1,0,0,0,0,0,0,0.0,28.77
Kepler-280 c,0,1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,4.80710325,0.0544,2.96,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.84,1088.0,86.65,2454967.64,0,0.94,0.04505,0.9393,16.07,0.0251,0.0,0.0,0.0,0.0,0.0,0.0,5534.0,1.08,0.93,0.14,0.0,4.34,0.0,3.3953,0.0,0.0,0.0,291.3905325,42.1804735,12.02527,74.40417,62.93884,306.44327,22.7446632,3.48556,-22.476,780.361,1.2528,15.295,14.35,13.289,12.914,12.844,0.0,0.0,0.0,0.0,0.0,12.837,12.89,13.062,9.309,14.4574,0.0,13.9604,14.466,1,0,0,0,0,0,0,0.0,0.0
Kepler-281 c,1,1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,36.337373,0.215,5.31,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2454993.401,0,0.77,0.0,6.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5723.0,0.9,0.0,0.0,0.0,4.53,0.0,0.0,0.0,0.0,0.0,294.1081465,44.7706524,11.41339,77.66929,64.67803,312.68283,11.2981016,-6.43645,-9.28543,1745.45,0.54496,16.855,15.931,14.5,14.16,13.994,0.0,0.0,0.0,0.0,0.0,13.998,14.175,12.596,9.549,15.7537,0.0,15.2229,15.773,1,0,0,0,0,0,0,0.0,47.7
Kepler-280 b,0,1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,2.1395565,0.0318,1.42,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.45,1314.0,89.38,2454966.654,0,0.055,0.02764,2.0536,8.089,0.01514,0.0,0.0,0.0,0.0,0.0,0.0,5741.0,0.86,0.93,-0.16,0.0,4.54,0.0,2.1876,0.0,0.0,0.0,291.3905325,42.1804735,12.02527,74.40417,62.93884,306.44327,22.7446632,3.48556,-22.476,780.361,1.2528,15.295,14.35,13.289,12.914,12.844,0.0,0.0,0.0,0.0,0.0,12.837,12.89,13.062,9.309,14.4574,0.0,13.9604,14.466,1,0,0,0,0,0,0,0.0,0.0
Kepler-283 b,1,1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,11.008151,0.082,2.13,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2454976.226,0,0.51,0.0,2.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4351.0,0.57,0.0,0.0,0.0,4.72,0.0,0.0,0.0,0.0,0.0,293.6137413,47.838938,13.09313,80.32004,67.62797,314.93877,16.7364842,3.18826,-16.43,468.094,2.10822,17.214,16.216,13.927,13.263,13.139,0.0,0.0,0.0,0.0,0.0,13.094,13.14,12.822,9.266,15.8753,0.0,15.0899,15.847,1,0,0,0,0,0,0,0.0,47.7
Kepler-282 c,0,1,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,13.639525,0.1106,1.22,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.81,762.0,88.24,2454974.737,0,0.5004,0.0179,5.449,16.85,0.01261,0.0,0.0,0.0,0.0,0.0,0.0,6102.0,0.89,0.97,-0.38,0.0,4.53,0.0,0.4863,0.0,0.0,0.0,284.6772402,44.7976401,17.53304,74.87605,66.85517,297.21722,8.8835774,-6.56484,-5.98505,1337.61,0.718924,16.034,15.444,14.08,13.718,13.65,0.0,0.0,0.0,0.0,0.0,13.73,13.779,13.142,9.233,15.1779,0.0,14.7256,15.204,1,0,0,0,0,0,0,0.0,18.61
Kepler-282 b,0,1,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,9.2206889,0.0,1.07,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2454971.02,0,0.0,0.0,4.569,0.0,0.01078,0.0,0.0,0.0,0.0,0.0,0.0,5699.0,0.89,0.9,-0.25,0.0,4.49,5.25,0.0,0.0,0.0,0.0,284.6772402,44.7976401,17.53304,74.87605,66.85517,297.21722,8.8835774,-6.56484,-5.98505,1337.61,0.718924,16.034,15.444,14.08,13.718,13.65,0.0,0.0,0.0,0.0,0.0,13.73,13.779,13.142,9.233,15.1779,0.0,14.7256,15.204,1,0,0,0,0,0,0,0.0,47.7
Kepler-300 c,0,1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,40.7151103,0.2293,2.15,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.76,516.0,89.38,2454979.566,1,0.4888,0.05672,8.5379,32.72,0.02234,0.0,0.0,0.0,0.0,0.0,0.0,5968.0,0.88,0.97,-0.26,0.0,4.53,0.0,0.3997,0.0,0.0,0.0,295.2886934,48.5997243,12.43657,81.53022,67.82831,318.4634,2.557066,1.96342,-1.63816,1098.45,0.881653,15.103,14.25,13.113,12.803,12.742,0.0,0.0,0.0,0.0,0.0,12.691,12.722,12.476,9.015,14.1797,0.0,13.7292,14.201,1,0,0,0,0,0,0,0.0,53.84
Kepler-301 b,0,1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,2.5085541,0.0355,1.33,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.8,1278.0,89.95,2454968.01,0,0.0282,0.02314,2.3274,8.366,0.01387,0.0,0.0,0.0,0.0,0.0,0.0,5814.0,0.88,0.94,-0.18,0.0,4.52,0.0,1.7601,0.0,0.0,0.0,283.982904,49.2329512,19.50898,79.09376,71.24816,299.39034,5.8363117,-1.33796,-5.68088,719.166,1.36182,14.843,14.458,13.146,12.824,12.706,0.0,0.0,0.0,0.0,0.0,12.666,12.703,12.783,9.321,14.2737,0.0,13.7958,14.271,1,0,0,0,0,0,0,0.0,0.0
Kepler-299 c,0,1,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,6.88595559,0.0711,1.98,0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.51,933.0,87.09,2454971.406,0,0.6453,0.04233,3.575,11.65,0.01981,0.0,0.0,0.0,0.0,0.0,0.0,5896.0,0.92,1.01,-0.08,0.0,4.52,0.0,0.6302,0.0,0.0,0.0,283.2070156,48.5805222,19.77727,78.26193,70.76982,297.3129,9.9396276,8.22551,5.58007,1052.24,0.921755,16.26,15.232,13.875,13.51,13.436,0.0,0.0,0.0,0.0,0.0,13.469,13.499,12.619,9.594,15.0103,0.0,14.5326,15.017,1,0,0,0,0,0,0,0.0,0.0
Kepler-298 b,1,1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,10.475464,0.08,1.96,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2454985.642,0,0.42,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4465.0,0.58,0.0,0.0,0.0,4.71,0.0,0.0,0.0,0.0,0.0,283.0398448,48.8253303,19.96081,78.47034,71.03557,297.19535,10.3357736,6.2949,-8.19771,518.204,1.90121,17.375,15.617,13.718,13.139,13.075,0.0,0.0,0.0,0.0,0.0,12.997,13.066,12.795,9.557,15.4179,0.0,14.7267,15.415,1,0,0,0,0,0,0,0.0,47.7
Kepler-299 e,0,1,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,38.2856338,0.2231,1.71,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.23,527.0,89.95,2454976.305,1,0.2531,0.03459,6.418,44.9,0.01706,0.0,0.0,0.0,0.0,0.0,0.0,5896.0,0.92,1.01,-0.08,0.0,4.52,0.0,1.168,0.0,0.0,0.0,283.2070156,48.5805222,19.77727,78.26193,70.76982,297.3129,9.9396276,8.22551,5.58007,1052.24,0.921755,16.26,15.232,13.875,13.51,13.436,0.0,0.0,0.0,0.0,0.0,13.469,13.499,12.619,9.594,15.0103,0.0,14.5326,15.017,1,0,0,0,0,0,0,0.0,52.35
Kepler-298 c,0,1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,2.297,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4465.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0398448,48.8253303,19.96081,78.47034,71.03557,297.19535,10.3357736,6.2949,-8.19771,518.204,1.90121,17.375,15.617,13.718,13.139,13.075,0.0,0.0,0.0,0.0,0.0,12.997,13.066,12.795,9.557,15.4179,0.0,14.7267,15.415,1,0,0,0,0,0,0,0.0,46.99
Kepler-299 b,0,1,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,2.92721559,0.0402,1.22,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.53,1241.0,87.66,2454966.826,0,0.3645,0.01732,2.631,8.05,0.01217,0.0,0.0,0.0,0.0,0.0,0.0,5896.0,0.92,1.01,-0.08,0.0,4.52,0.0,1.1525,0.0,0.0,0.0,283.2070156,48.5805222,19.77727,78.26193,70.76982,297.3129,9.9396276,8.22551,5.58007,1052.24,0.921755,16.26,15.232,13.875,13.51,13.436,0.0,0.0,0.0,0.0,0.0,13.469,13.499,12.619,9.594,15.0103,0.0,14.5326,15.017,1,0,0,0,0,0,0,0.0,0.0
Kepler-301 c,0,1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,5.41907559,0.0593,1.39,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.71,989.0,89.95,2454964.644,0,0.0183,0.025,2.2797,18.428,0.01442,0.0,0.0,0.0,0.0,0.0,0.0,5814.0,0.88,0.94,-0.18,0.0,4.52,0.0,4.031,0.0,0.0,0.0,283.982904,49.2329512,19.50898,79.09376,71.24816,299.39034,5.8363117,-1.33796,-5.68088,719.166,1.36182,14.843,14.458,13.146,12.824,12.706,0.0,0.0,0.0,0.0,0.0,12.666,12.703,12.783,9.321,14.2737,0.0,13.7958,14.271,1,0,0,0,0,0,0,0.0,0.0
Kepler-300 b,0,1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,10.44635944,0.0926,2.18,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.77,812.0,84.3,2454966.278,0,0.967,0.03542,2.749,9.73,0.02266,0.0,0.0,0.0,0.0,0.0,0.0,5968.0,0.88,0.97,-0.26,0.0,4.53,0.0,0.1597,0.0,0.0,0.0,295.2886934,48.5997243,12.43657,81.53022,67.82831,318.4634,2.557066,1.96342,-1.63816,1098.45,0.881653,15.103,14.25,13.113,12.803,12.742,0.0,0.0,0.0,0.0,0.0,12.691,12.722,12.476,9.015,14.1797,0.0,13.7292,14.201,1,0,0,0,0,0,0,0.0,10.95
Kepler-298 d,0,1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,77.4740724,0.311,2.89,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,291.0,89.38,2455017.245,0,0.7061,0.17217,4.176,108.3,0.04065,0.0,0.0,0.0,0.0,0.0,0.0,4549.0,0.65,0.67,-0.2,0.0,4.63,0.0,4.0084,0.0,0.0,0.0,283.0398448,48.8253303,19.96081,78.47034,71.03557,297.19535,10.3357736,6.2949,-8.19771,518.204,1.90121,17.375,15.617,13.718,13.139,13.075,0.0,0.0,0.0,0.0,0.0,12.997,13.066,12.795,9.557,15.4179,0.0,14.7267,15.415,1,0,0,0,0,0,0,62.06,83.19
Kepler-297 c,0,1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,74.92847668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2455032.927,1,0.0,0.4224,4.7199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5783.0,0.89,1.04,0.0,-0.096,4.55,0.0,2.0667,0.0,0.0,0.0,283.2091605,48.7776156,19.83985,78.46058,70.95879,297.48376,2.4872998,2.16011,-1.23312,692.14,1.41601,15.572,14.326,13.122,12.785,12.78,0.0,0.0,0.0,0.0,0.0,12.714,12.755,12.445,9.364,14.1922,0.0,13.7454,14.232,1,0,0,0,0,0,0,0.0,0.0
Kepler-301 d,0,1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,13.75134642,0.1103,1.96,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.24,725.0,88.24,2454977.611,0,0.6737,0.04412,3.9594,20.35,0.02036,0.0,0.0,0.0,0.0,0.0,0.0,5814.0,0.88,0.94,-0.18,0.0,4.52,0.0,0.843,0.0,0.0,0.0,283.982904,49.2329512,19.50898,79.09376,71.24816,299.39034,5.8363117,-1.33796,-5.68088,719.166,1.36182,14.843,14.458,13.146,12.824,12.706,0.0,0.0,0.0,0.0,0.0,12.666,12.703,12.783,9.321,14.2737,0.0,13.7958,14.271,1,0,0,0,0,0,0,0.0,24.19
Kepler-302 b,0,1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,30.1836854,0.1878,2.88,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,568.0,89.95,2454979.648,0,0.0937,0.10611,5.8795,40.23,0.02982,0.0,0.0,0.0,0.0,0.0,0.0,5938.0,0.88,0.97,-0.24,0.0,4.53,0.0,1.3515,0.0,0.0,0.0,294.3169307,43.6292436,10.75802,76.70486,63.56343,312.02311,17.5656941,-6.25311,-16.415,1402.58,0.685099,16.439,15.694,14.259,13.913,13.9,0.0,0.0,0.0,0.0,0.0,13.865,13.972,12.973,8.813,15.4911,0.0,14.9878,15.505,1,0,0,0,0,0,0,0.0,46.73
Kepler-299 d,0,1,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,15.0548689,0.1197,1.73,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.33,719.0,87.09,2454977.58,0,0.7615,0.03019,4.7,16.53,0.01733,0.0,0.0,0.0,0.0,0.0,0.0,5896.0,0.92,1.01,-0.08,0.0,4.52,0.0,0.377,0.0,0.0,0.0,283.2070156,48.5805222,19.77727,78.26193,70.76982,297.3129,9.9396276,8.22551,5.58007,1052.24,0.921755,16.26,15.232,13.875,13.51,13.436,0.0,0.0,0.0,0.0,0.0,13.469,13.499,12.619,9.594,15.0103,0.0,14.5326,15.017,1,0,0,0,0,0,0,0.0,25.07
Kepler-297 b,0,1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,2.785,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.46,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5693.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2091605,48.7776156,19.83985,78.46058,70.95879,297.48376,2.4872998,2.16011,-1.23312,692.14,1.41601,15.572,14.326,13.122,12.785,12.78,0.0,0.0,0.0,0.0,0.0,12.714,12.755,12.445,9.364,14.1922,0.0,13.7454,14.232,1,0,0,0,0,0,0,0.0,46.37
ROXs 12 b,1,2,1,0,0,2013,0,0,0,0,0,0,0,0,1,0,0,0.0,210.0,0.0,0.0,5085.0,16.0,0.0,0.0,0.0,0.0,5085.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3850.0,0.0,0.87,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,246.6167993,-25.446695,16.21234,352.25846,-3.69978,248.94971,25.8689245,-7.18499,-24.8511,136.65,7.28941,16.172,14.763,10.282,9.386,9.099,0.0,0.0,0.0,0.0,0.0,8.805,8.712,8.393,6.558,13.2655,0.0,12.1917,13.382,3,0,0,0,0,0,0,0.0,0.0
WASP-65 b,0,1,1,0,0,2013,1,0,0,1,0,0,0,0,0,0,0,2.31142069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2459231.106,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.3242982,8.5230171,30.9192,219.40614,-8.63867,133.3369,4.2653858,2.75978,3.25225,273.703,3.62506,12.386,11.869,10.669,10.44,10.346,15.326,12.521,11.7755,11.6309,12.1361,10.307,10.351,10.275,8.361,11.7509,0.0,11.302,0.0,0,0,0,0,1,0,0,0.0,0.0
